"G0100010","2001","Autauga, AL","Alabama","010","Autauga","0010","0","0",44735
"G0100030","2001","Baldwin, AL","Alabama","010","Baldwin","0030","0","0",144930
"G0100050","2001","Barbour, AL","Alabama","010","Barbour","0050","0","0",28990
"G0100070","2001","Bibb, AL","Alabama","010","Bibb","0070","0","0",21063
"G0100090","2001","Blount, AL","Alabama","010","Blount","0090","0","0",52173
"G0100110","2001","Bullock, AL","Alabama","010","Bullock","0110","0","0",11424
"G0100130","2001","Butler, AL","Alabama","010","Butler","0130","0","0",21164
"G0100150","2001","Calhoun, AL","Alabama","010","Calhoun","0150","0","0",111221
"G0100170","2001","Chambers, AL","Alabama","010","Chambers","0170","0","0",36413
"G0100190","2001","Cherokee, AL","Alabama","010","Cherokee","0190","0","0",24159
"G0100210","2001","Chilton, AL","Alabama","010","Chilton","0210","0","0",40044
"G0100230","2001","Choctaw, AL","Alabama","010","Choctaw","0230","0","0",15731
"G0100250","2001","Clarke, AL","Alabama","010","Clarke","0250","0","0",27769
"G0100270","2001","Clay, AL","Alabama","010","Clay","0270","0","0",14258
"G0100290","2001","Cleburne, AL","Alabama","010","Cleburne","0290","0","0",14302
"G0100310","2001","Coffee, AL","Alabama","010","Coffee","0310","0","0",43604
"G0100330","2001","Colbert, AL","Alabama","010","Colbert","0330","0","0",54932
"G0100350","2001","Conecuh, AL","Alabama","010","Conecuh","0350","0","0",13932
"G0100370","2001","Coosa, AL","Alabama","010","Coosa","0370","0","0",11831
"G0100390","2001","Covington, AL","Alabama","010","Covington","0390","0","0",37129
"G0100410","2001","Crenshaw, AL","Alabama","010","Crenshaw","0410","0","0",13721
"G0100430","2001","Cullman, AL","Alabama","010","Cullman","0430","0","0",77723
"G0100450","2001","Dale, AL","Alabama","010","Dale","0450","0","0",49167
"G0100470","2001","Dallas, AL","Alabama","010","Dallas","0470","0","0",46046
"G0100490","2001","DeKalb, AL","Alabama","010","DeKalb","0490","0","0",65669
"G0100510","2001","Elmore, AL","Alabama","010","Elmore","0510","0","0",67666
"G0100530","2001","Escambia, AL","Alabama","010","Escambia","0530","0","0",38546
"G0100550","2001","Etowah, AL","Alabama","010","Etowah","0550","0","0",102974
"G0100570","2001","Fayette, AL","Alabama","010","Fayette","0570","0","0",18412
"G0100590","2001","Franklin, AL","Alabama","010","Franklin","0590","0","0",31162
"G0100610","2001","Geneva, AL","Alabama","010","Geneva","0610","0","0",25542
"G0100630","2001","Greene, AL","Alabama","010","Greene","0630","0","0",9966
"G0100650","2001","Hale, AL","Alabama","010","Hale","0650","0","0",18343
"G0100670","2001","Henry, AL","Alabama","010","Henry","0670","0","0",16314
"G0100690","2001","Houston, AL","Alabama","010","Houston","0690","0","0",89554
"G0100710","2001","Jackson, AL","Alabama","010","Jackson","0710","0","0",54070
"G0100730","2001","Jefferson, AL","Alabama","010","Jefferson","0730","0","0",661122
"G0100750","2001","Lamar, AL","Alabama","010","Lamar","0750","0","0",15619
"G0100770","2001","Lauderdale, AL","Alabama","010","Lauderdale","0770","0","0",87483
"G0100790","2001","Lawrence, AL","Alabama","010","Lawrence","0790","0","0",34870
"G0100810","2001","Lee, AL","Alabama","010","Lee","0810","0","0",116454
"G0100830","2001","Limestone, AL","Alabama","010","Limestone","0830","0","0",66940
"G0100850","2001","Lowndes, AL","Alabama","010","Lowndes","0850","0","0",13444
"G0100870","2001","Macon, AL","Alabama","010","Macon","0870","0","0",24051
"G0100890","2001","Madison, AL","Alabama","010","Madison","0890","0","0",280991
"G0100910","2001","Marengo, AL","Alabama","010","Marengo","0910","0","0",22324
"G0100930","2001","Marion, AL","Alabama","010","Marion","0930","0","0",30685
"G0100950","2001","Marshall, AL","Alabama","010","Marshall","0950","0","0",82364
"G0100970","2001","Mobile, AL","Alabama","010","Mobile","0970","0","0",400518
"G0100990","2001","Monroe, AL","Alabama","010","Monroe","0990","0","0",24079
"G0101010","2001","Montgomery, AL","Alabama","010","Montgomery","1010","0","0",222839
"G0101030","2001","Morgan, AL","Alabama","010","Morgan","1030","0","0",111654
"G0101050","2001","Perry, AL","Alabama","010","Perry","1050","0","0",11773
"G0101070","2001","Pickens, AL","Alabama","010","Pickens","1070","0","0",20879
"G0101090","2001","Pike, AL","Alabama","010","Pike","1090","0","0",29555
"G0101110","2001","Randolph, AL","Alabama","010","Randolph","1110","0","0",22542
"G0101130","2001","Russell, AL","Alabama","010","Russell","1130","0","0",49481
"G0101150","2001","St. Clair, AL","Alabama","010","St Clair","1150","0","0",66269
"G0101170","2001","Shelby, AL","Alabama","010","Shelby","1170","0","0",149224
"G0101190","2001","Sumter, AL","Alabama","010","Sumter","1190","0","0",14595
"G0101210","2001","Talladega, AL","Alabama","010","Talladega","1210","0","0",80337
"G0101230","2001","Tallapoosa, AL","Alabama","010","Tallapoosa","1230","0","0",41414
"G0101250","2001","Tuscaloosa, AL","Alabama","010","Tuscaloosa","1250","0","0",165415
"G0101270","2001","Walker, AL","Alabama","010","Walker","1270","0","0",70780
"G0101290","2001","Washington, AL","Alabama","010","Washington","1290","0","0",17944
"G0101310","2001","Wilcox, AL","Alabama","010","Wilcox","1310","0","0",12982
"G0101330","2001","Winston, AL","Alabama","010","Winston","1330","0","0",24725
"G0200130","2001","Aleutians East, AK","Alaska","020","Aleutians East","0130","0","0",2459
"G0200160","2001","Aleutians West, AK","Alaska","020","Aleutians West","0160","0","0",5373
"G0200200","2001","Anchorage, AK","Alaska","020","Anchorage","0200","0","0",263706
"G0200500","2001","Bethel, AK","Alaska","020","Bethel","0500","0","0",16290
"G0200600","2001","Bristol Bay, AK","Alaska","020","Bristol Bay Borough","0600","0","0",1183
"G0200680","2001","Denali, AK","Alaska","020","Denali","0680","13 - Except for population count, data for this unit are not enumerated separately and are included with another unit","6082",1843
"G0200700","2001","Dillingham, AK","Alaska","020","Dillingham","0700","0","0",4889
"G0200900","2001","Fairbanks North Star, AK","Alaska","020","Fairbanks North Star","0900","0","0",83809
"G0201000","2001","Haines, AK","Alaska","020","Haines","1000","0","0",2311
"G0201050","2001","Hoonah-Angoon, AK","Alaska","020","Hoonah-Angoon","1050","1 - Data for another unit not enumerated separately are included with this unit","5047",3389
"G0201100","2001","Juneau, AK","Alaska","020","Juneau","1100","0","0",30579
"G0201220","2001","Kenai Peninsula, AK","Alaska","020","Kenai Peninsula","1220","0","0",50177
"G0201300","2001","Ketchikan Gateway, AK","Alaska","020","Ketchikan Gateway","1300","17 - Population count may be based on different boundaries than birth and death counts. Rates are suspect.","9024",13813
"G0201500","2001","Kodiak Island, AK","Alaska","020","Kodiak Island","1500","0","0",13752
"G0201640","2001","Lake and Peninsula, AK","Alaska","020","Lake And Peninsula","1640","0","0",1683
"G0201700","2001","Matanuska-Susitna, AK","Alaska","020","Matanuska-Susitna","1700","0","0",62215
"G0201800","2001","Nome, AK","Alaska","020","Nome","1800","0","0",9162
"G0201850","2001","North Slope, AK","Alaska","020","North Slope","1850","0","0",7254
"G0201880","2001","Northwest Arctic, AK","Alaska","020","Northwest Arctic","1880","0","0",7257
"G0201950","2001","Petersburg, AK","Alaska","020","Petersburg","1950","1 - Data for another unit not enumerated separately are included with this unit","5090",6627
"G0201980","2001","Prince of Wales-Hyder, AK","Alaska","020","Prince of Wales-Hyder","1980","17 - Population count may be based on different boundaries than birth and death counts. Rates are suspect.","9024",5916
"G0202200","2001","Sitka, AK","Alaska","020","Sitka","2200","0","0",8710
"G0202300","2001","Skagway, AK","Alaska","020","Skagway","2300","2 - Data for this unit are not enumerated separately and are included with another unit","5047",0
"G0202400","2001","Southeast Fairbanks, AK","Alaska","020","Southeast Fairbanks","2400","0","0",5694
"G0202610","2001","Valdez-Cordova, AK","Alaska","020","Valdez-Cordova","2610","0","0",10113
"G0202700","2001","Wade Hampton, AK","Alaska","020","Wade Hampton","2700","0","0",7078
"G0202750","2001","Wrangell, AK","Alaska","020","Wrangell","2750","2 - Data for this unit are not enumerated separately and are included with another unit","5090",0
"G0202820","2001","Yakutat, AK","Alaska","020","Yakutat","2820","0","0",781
"G0202900","2001","Yukon-Koyukuk, AK","Alaska","020","Yukon-Koyukuk","2900","12 - Except for population count, data for another unit not enumerated separately are included with this unit. Rates recalculated by NHGIS.","6082",6326
"G0400010","2001","Apache, AZ","Arizona","040","Apache","0010","0","0",67757
"G0400030","2001","Cochise, AZ","Arizona","040","Cochise","0030","0","0",118773
"G0400050","2001","Coconino, AZ","Arizona","040","Coconino","0050","0","0",117582
"G0400070","2001","Gila, AZ","Arizona","040","Gila","0070","0","0",51331
"G0400090","2001","Graham, AZ","Arizona","040","Graham","0090","0","0",33526
"G0400110","2001","Greenlee, AZ","Arizona","040","Greenlee","0110","0","0",8402
"G0400120","2001","La Paz, AZ","Arizona","040","La Paz","0120","0","0",19609
"G0400130","2001","Maricopa, AZ","Arizona","040","Maricopa","0130","0","0",3196231
"G0400150","2001","Mohave, AZ","Arizona","040","Mohave","0150","0","0",160029
"G0400170","2001","Navajo, AZ","Arizona","040","Navajo","0170","0","0",99005
"G0400190","2001","Pima, AZ","Arizona","040","Pima","0190","0","0",861408
"G0400210","2001","Pinal, AZ","Arizona","040","Pinal","0210","0","0",186927
"G0400230","2001","Santa Cruz, AZ","Arizona","040","Santa Cruz","0230","0","0",39045
"G0400250","2001","Yavapai, AZ","Arizona","040","Yavapai","0250","0","0",173743
"G0400270","2001","Yuma, AZ","Arizona","040","Yuma","0270","0","0",163477
"G0500010","2001","Arkansas, AR","Arkansas","050","Arkansas","0010","0","0",20584
"G0500030","2001","Ashley, AR","Arkansas","050","Ashley","0030","0","0",23880
"G0500050","2001","Baxter, AR","Arkansas","050","Baxter","0050","0","0",38433
"G0500070","2001","Benton, AR","Arkansas","050","Benton","0070","0","0",159433
"G0500090","2001","Boone, AR","Arkansas","050","Boone","0090","0","0",34372
"G0500110","2001","Bradley, AR","Arkansas","050","Bradley","0110","0","0",12519
"G0500130","2001","Calhoun, AR","Arkansas","050","Calhoun","0130","0","0",5634
"G0500150","2001","Carroll, AR","Arkansas","050","Carroll","0150","0","0",25733
"G0500170","2001","Chicot, AR","Arkansas","050","Chicot","0170","0","0",13844
"G0500190","2001","Clark, AR","Arkansas","050","Clark","0190","0","0",23611
"G0500210","2001","Clay, AR","Arkansas","050","Clay","0210","0","0",17344
"G0500230","2001","Cleburne, AR","Arkansas","050","Cleburne","0230","0","0",24215
"G0500250","2001","Cleveland, AR","Arkansas","050","Cleveland","0250","0","0",8628
"G0500270","2001","Columbia, AR","Arkansas","050","Columbia","0270","0","0",25330
"G0500290","2001","Conway, AR","Arkansas","050","Conway","0290","0","0",20427
"G0500310","2001","Craighead, AR","Arkansas","050","Craighead","0310","0","0",83021
"G0500330","2001","Crawford, AR","Arkansas","050","Crawford","0330","0","0",54186
"G0500350","2001","Crittenden, AR","Arkansas","050","Crittenden","0350","0","0",51228
"G0500370","2001","Cross, AR","Arkansas","050","Cross","0370","0","0",19542
"G0500390","2001","Dallas, AR","Arkansas","050","Dallas","0390","0","0",9036
"G0500410","2001","Desha, AR","Arkansas","050","Desha","0410","0","0",15069
"G0500430","2001","Drew, AR","Arkansas","050","Drew","0430","0","0",18707
"G0500450","2001","Faulkner, AR","Arkansas","050","Faulkner","0450","0","0",88447
"G0500470","2001","Franklin, AR","Arkansas","050","Franklin","0470","0","0",17885
"G0500490","2001","Fulton, AR","Arkansas","050","Fulton","0490","0","0",11576
"G0500510","2001","Garland, AR","Arkansas","050","Garland","0510","0","0",89234
"G0500530","2001","Grant, AR","Arkansas","050","Grant","0530","0","0",16698
"G0500550","2001","Greene, AR","Arkansas","050","Greene","0550","0","0",37786
"G0500570","2001","Hempstead, AR","Arkansas","050","Hempstead","0570","0","0",23440
"G0500590","2001","Hot Spring, AR","Arkansas","050","Hot Spring","0590","0","0",30423
"G0500610","2001","Howard, AR","Arkansas","050","Howard","0610","0","0",14293
"G0500630","2001","Independence, AR","Arkansas","050","Independence","0630","0","0",34329
"G0500650","2001","Izard, AR","Arkansas","050","Izard","0650","0","0",13275
"G0500670","2001","Jackson, AR","Arkansas","050","Jackson","0670","0","0",17837
"G0500690","2001","Jefferson, AR","Arkansas","050","Jefferson","0690","0","0",83659
"G0500710","2001","Johnson, AR","Arkansas","050","Johnson","0710","0","0",22913
"G0500730","2001","Lafayette, AR","Arkansas","050","Lafayette","0730","0","0",8397
"G0500750","2001","Lawrence, AR","Arkansas","050","Lawrence","0750","0","0",17756
"G0500770","2001","Lee, AR","Arkansas","050","Lee","0770","0","0",12422
"G0500790","2001","Lincoln, AR","Arkansas","050","Lincoln","0790","0","0",14498
"G0500810","2001","Little River, AR","Arkansas","050","Little River","0810","0","0",13386
"G0500830","2001","Logan, AR","Arkansas","050","Logan","0830","0","0",22459
"G0500850","2001","Lonoke, AR","Arkansas","050","Lonoke","0850","0","0",54100
"G0500870","2001","Madison, AR","Arkansas","050","Madison","0870","0","0",14368
"G0500890","2001","Marion, AR","Arkansas","050","Marion","0890","0","0",16309
"G0500910","2001","Miller, AR","Arkansas","050","Miller","0910","0","0",40833
"G0500930","2001","Mississippi, AR","Arkansas","050","Mississippi","0930","0","0",51093
"G0500950","2001","Monroe, AR","Arkansas","050","Monroe","0950","0","0",9961
"G0500970","2001","Montgomery, AR","Arkansas","050","Montgomery","0970","0","0",9231
"G0500990","2001","Nevada, AR","Arkansas","050","Nevada","0990","0","0",9829
"G0501010","2001","Newton, AR","Arkansas","050","Newton","1010","0","0",8519
"G0501030","2001","Ouachita, AR","Arkansas","050","Ouachita","1030","0","0",28135
"G0501050","2001","Perry, AR","Arkansas","050","Perry","1050","0","0",10329
"G0501070","2001","Phillips, AR","Arkansas","050","Phillips","1070","0","0",25760
"G0501090","2001","Pike, AR","Arkansas","050","Pike","1090","0","0",11231
"G0501110","2001","Poinsett, AR","Arkansas","050","Poinsett","1110","0","0",25599
"G0501130","2001","Polk, AR","Arkansas","050","Polk","1130","0","0",20193
"G0501150","2001","Pope, AR","Arkansas","050","Pope","1150","0","0",54864
"G0501170","2001","Prairie, AR","Arkansas","050","Prairie","1170","0","0",9519
"G0501190","2001","Pulaski, AR","Arkansas","050","Pulaski","1190","0","0",362368
"G0501210","2001","Randolph, AR","Arkansas","050","Randolph","1210","0","0",18268
"G0501230","2001","St. Francis, AR","Arkansas","050","St Francis","1230","0","0",28829
"G0501250","2001","Saline, AR","Arkansas","050","Saline","1250","0","0",85027
"G0501270","2001","Scott, AR","Arkansas","050","Scott","1270","0","0",11016
"G0501290","2001","Searcy, AR","Arkansas","050","Searcy","1290","0","0",8215
"G0501310","2001","Sebastian, AR","Arkansas","050","Sebastian","1310","0","0",116307
"G0501330","2001","Sevier, AR","Arkansas","050","Sevier","1330","0","0",15633
"G0501350","2001","Sharp, AR","Arkansas","050","Sharp","1350","0","0",17292
"G0501370","2001","Stone, AR","Arkansas","050","Stone","1370","0","0",11442
"G0501390","2001","Union, AR","Arkansas","050","Union","1390","0","0",45139
"G0501410","2001","Van Buren, AR","Arkansas","050","Van Buren","1410","0","0",16349
"G0501430","2001","Washington, AR","Arkansas","050","Washington","1430","0","0",162444
"G0501450","2001","White, AR","Arkansas","050","White","1450","0","0",68498
"G0501470","2001","Woodruff, AR","Arkansas","050","Woodruff","1470","0","0",8684
"G0501490","2001","Yell, AR","Arkansas","050","Yell","1490","0","0",21261
"G0600010","2001","Alameda, CA","California","060","Alameda","0010","0","0",1470528
"G0600030","2001","Alpine, CA","California","060","Alpine","0030","0","0",1204
"G0600050","2001","Amador, CA","California","060","Amador","0050","0","0",35847
"G0600070","2001","Butte, CA","California","060","Butte","0070","0","0",205923
"G0600090","2001","Calaveras, CA","California","060","Calaveras","0090","0","0",41774
"G0600110","2001","Colusa, CA","California","060","Colusa","0110","0","0",19138
"G0600130","2001","Contra Costa, CA","California","060","Contra Costa","0130","0","0",976888
"G0600150","2001","Del Norte, CA","California","060","Del Norte","0150","0","0",27405
"G0600170","2001","El Dorado, CA","California","060","El Dorado","0170","0","0",161397
"G0600190","2001","Fresno, CA","California","060","Fresno","0190","0","0",814688
"G0600210","2001","Glenn, CA","California","060","Glenn","0210","0","0",26423
"G0600230","2001","Humboldt, CA","California","060","Humboldt","0230","0","0",126695
"G0600250","2001","Imperial, CA","California","060","Imperial","0250","0","0",143715
"G0600270","2001","Inyo, CA","California","060","Inyo","0270","0","0",17997
"G0600290","2001","Kern, CA","California","060","Kern","0290","0","0",675859
"G0600310","2001","Kings, CA","California","060","Kings","0310","0","0",131935
"G0600330","2001","Lake, CA","California","060","Lake","0330","0","0",60611
"G0600350","2001","Lassen, CA","California","060","Lassen","0350","0","0",33659
"G0600370","2001","Los Angeles, CA","California","060","Los Angeles","0370","0","0",9656433
"G0600390","2001","Madera, CA","California","060","Madera","0390","0","0",125880
"G0600410","2001","Marin, CA","California","060","Marin","0410","0","0",248399
"G0600430","2001","Mariposa, CA","California","060","Mariposa","0430","0","0",17164
"G0600450","2001","Mendocino, CA","California","060","Mendocino","0450","0","0",86946
"G0600470","2001","Merced, CA","California","060","Merced","0470","0","0",218189
"G0600490","2001","Modoc, CA","California","060","Modoc","0490","0","0",9332
"G0600510","2001","Mono, CA","California","060","Mono","0510","0","0",12897
"G0600530","2001","Monterey, CA","California","060","Monterey","0530","0","0",408258
"G0600550","2001","Napa, CA","California","060","Napa","0550","0","0",127733
"G0600570","2001","Nevada, CA","California","060","Nevada","0570","0","0",93886
"G0600590","2001","Orange, CA","California","060","Orange","0590","0","0",2895782
"G0600610","2001","Placer, CA","California","060","Placer","0610","0","0",264874
"G0600630","2001","Plumas, CA","California","060","Plumas","0630","0","0",20901
"G0600650","2001","Riverside, CA","California","060","Riverside","0650","0","0",1620834
"G0600670","2001","Sacramento, CA","California","060","Sacramento","0670","0","0",1266480
"G0600690","2001","San Benito, CA","California","060","San Benito","0690","0","0",54994
"G0600710","2001","San Bernardino, CA","California","060","San Bernardino","0710","0","0",1765578
"G0600730","2001","San Diego, CA","California","060","San Diego","0730","0","0",2858891
"G0600750","2001","San Francisco, CA","California","060","San Francisco","0750","0","0",774479
"G0600770","2001","San Joaquin, CA","California","060","San Joaquin","0770","0","0",593079
"G0600790","2001","San Luis Obispo, CA","California","060","San Luis Obispo","0790","0","0",250867
"G0600810","2001","San Mateo, CA","California","060","San Mateo","0810","0","0",707417
"G0600830","2001","Santa Barbara, CA","California","060","Santa Barbara","0830","0","0",400816
"G0600850","2001","Santa Clara, CA","California","060","Santa Clara","0850","0","0",1690090
"G0600870","2001","Santa Cruz, CA","California","060","Santa Cruz","0870","0","0",255339
"G0600890","2001","Shasta, CA","California","060","Shasta","0890","0","0",167269
"G0600910","2001","Sierra, CA","California","060","Sierra","0910","0","0",3528
"G0600930","2001","Siskiyou, CA","California","060","Siskiyou","0930","0","0",44109
"G0600950","2001","Solano, CA","California","060","Solano","0950","0","0",404555
"G0600970","2001","Sonoma, CA","California","060","Sonoma","0970","0","0",465724
"G0600990","2001","Stanislaus, CA","California","060","Stanislaus","0990","0","0",465287
"G0601010","2001","Sutter, CA","California","060","Sutter","1010","0","0",80138
"G0601030","2001","Tehama, CA","California","060","Tehama","1030","0","0",56816
"G0601050","2001","Trinity, CA","California","060","Trinity","1050","0","0",13020
"G0601070","2001","Tulare, CA","California","060","Tulare","1070","0","0",374023
"G0601090","2001","Tuolumne, CA","California","060","Tuolumne","1090","0","0",55285
"G0601110","2001","Ventura, CA","California","060","Ventura","1110","0","0",769070
"G0601130","2001","Yolo, CA","California","060","Yolo","1130","0","0",174742
"G0601150","2001","Yuba, CA","California","060","Yuba","1150","0","0",61373
"G0800010","2001","Adams, CO","Colorado","080","Adams","0010","16 - Data revised from original source by NHGIS","8004",377093
"G0800030","2001","Alamosa, CO","Colorado","080","Alamosa","0030","0","0",14975
"G0800050","2001","Arapahoe, CO","Colorado","080","Arapahoe","0050","0","0",503243
"G0800070","2001","Archuleta, CO","Colorado","080","Archuleta","0070","0","0",10513
"G0800090","2001","Baca, CO","Colorado","080","Baca","0090","0","0",4501
"G0800110","2001","Bent, CO","Colorado","080","Bent","0110","0","0",5730
"G0800130","2001","Boulder, CO","Colorado","080","Boulder","0130","16 - Data revised from original source by NHGIS","8004",298899
"G0800150","2001","Chaffee, CO","Colorado","080","Chaffee","0150","0","0",16489
"G0800170","2001","Cheyenne, CO","Colorado","080","Cheyenne","0170","0","0",2217
"G0800190","2001","Clear Creek, CO","Colorado","080","Clear Creek","0190","0","0",9415
"G0800210","2001","Conejos, CO","Colorado","080","Conejos","0210","0","0",8380
"G0800230","2001","Costilla, CO","Colorado","080","Costilla","0230","0","0",3584
"G0800250","2001","Crowley, CO","Colorado","080","Crowley","0250","0","0",5483
"G0800270","2001","Custer, CO","Colorado","080","Custer","0270","0","0",3612
"G0800290","2001","Delta, CO","Colorado","080","Delta","0290","0","0",28298
"G0800310","2001","Denver, CO","Colorado","080","Denver","0310","0","0",561522
"G0800330","2001","Dolores, CO","Colorado","080","Dolores","0330","0","0",1829
"G0800350","2001","Douglas, CO","Colorado","080","Douglas","0350","0","0",198128
"G0800370","2001","Eagle, CO","Colorado","080","Eagle","0370","0","0",43303
"G0800390","2001","Elbert, CO","Colorado","080","Elbert","0390","0","0",21259
"G0800410","2001","El Paso, CO","Colorado","080","El Paso","0410","0","0",534002
"G0800430","2001","Fremont, CO","Colorado","080","Fremont","0430","0","0",47038
"G0800450","2001","Garfield, CO","Colorado","080","Garfield","0450","0","0",45553
"G0800470","2001","Gilpin, CO","Colorado","080","Gilpin","0470","0","0",4810
"G0800490","2001","Grand, CO","Colorado","080","Grand","0490","0","0",12614
"G0800510","2001","Gunnison, CO","Colorado","080","Gunnison","0510","0","0",14031
"G0800530","2001","Hinsdale, CO","Colorado","080","Hinsdale","0530","0","0",800
"G0800550","2001","Huerfano, CO","Colorado","080","Huerfano","0550","0","0",7794
"G0800570","2001","Jackson, CO","Colorado","080","Jackson","0570","0","0",1544
"G0800590","2001","Jefferson, CO","Colorado","080","Jefferson","0590","16 - Data revised from original source by NHGIS","8004",531849
"G0800610","2001","Kiowa, CO","Colorado","080","Kiowa","0610","0","0",1528
"G0800630","2001","Kit Carson, CO","Colorado","080","Kit Carson","0630","0","0",7871
"G0800650","2001","Lake, CO","Colorado","080","Lake","0650","0","0",7818
"G0800670","2001","La Plata, CO","Colorado","080","La Plata","0670","0","0",44931
"G0800690","2001","Larimer, CO","Colorado","080","Larimer","0690","0","0",259620
"G0800710","2001","Las Animas, CO","Colorado","080","Las Animas","0710","0","0",15232
"G0800730","2001","Lincoln, CO","Colorado","080","Lincoln","0730","0","0",5892
"G0800750","2001","Logan, CO","Colorado","080","Logan","0750","0","0",20987
"G0800770","2001","Mesa, CO","Colorado","080","Mesa","0770","0","0",119230
"G0800790","2001","Mineral, CO","Colorado","080","Mineral","0790","0","0",815
"G0800810","2001","Moffat, CO","Colorado","080","Moffat","0810","0","0",13215
"G0800830","2001","Montezuma, CO","Colorado","080","Montezuma","0830","0","0",23821
"G0800850","2001","Montrose, CO","Colorado","080","Montrose","0850","0","0",34343
"G0800870","2001","Morgan, CO","Colorado","080","Morgan","0870","0","0",27369
"G0800890","2001","Otero, CO","Colorado","080","Otero","0890","0","0",20088
"G0800910","2001","Ouray, CO","Colorado","080","Ouray","0910","0","0",3859
"G0800930","2001","Park, CO","Colorado","080","Park","0930","0","0",15406
"G0800950","2001","Phillips, CO","Colorado","080","Phillips","0950","0","0",4483
"G0800970","2001","Pitkin, CO","Colorado","080","Pitkin","0970","0","0",14838
"G0800990","2001","Prowers, CO","Colorado","080","Prowers","0990","0","0",14301
"G0801010","2001","Pueblo, CO","Colorado","080","Pueblo","1010","0","0",144442
"G0801030","2001","Rio Blanco, CO","Colorado","080","Rio Blanco","1030","0","0",5909
"G0801050","2001","Rio Grande, CO","Colorado","080","Rio Grande","1050","0","0",12212
"G0801070","2001","Routt, CO","Colorado","080","Routt","1070","0","0",20235
"G0801090","2001","Saguache, CO","Colorado","080","Saguache","1090","0","0",6161
"G0801110","2001","San Juan, CO","Colorado","080","San Juan","1110","0","0",572
"G0801130","2001","San Miguel, CO","Colorado","080","San Miguel","1130","0","0",6892
"G0801150","2001","Sedgwick, CO","Colorado","080","Sedgwick","1150","0","0",2670
"G0801170","2001","Summit, CO","Colorado","080","Summit","1170","0","0",24556
"G0801190","2001","Teller, CO","Colorado","080","Teller","1190","0","0",21244
"G0801210","2001","Washington, CO","Colorado","080","Washington","1210","0","0",4850
"G0801230","2001","Weld, CO","Colorado","080","Weld","1230","16 - Data revised from original source by NHGIS","8004",193540
"G0801250","2001","Yuma, CO","Colorado","080","Yuma","1250","0","0",9850
"G0900010","2001","Fairfield, CT","Connecticut","090","Fairfield","0010","0","0",890073
"G0900030","2001","Hartford, CT","Connecticut","090","Hartford","0030","0","0",862185
"G0900050","2001","Litchfield, CT","Connecticut","090","Litchfield","0050","0","0",184431
"G0900070","2001","Middlesex, CT","Connecticut","090","Middlesex","0070","0","0",157269
"G0900090","2001","New Haven, CT","Connecticut","090","New Haven","0090","0","0",829565
"G0900110","2001","New London, CT","Connecticut","090","New London","0110","0","0",260795
"G0900130","2001","Tolland, CT","Connecticut","090","Tolland","0130","0","0",138978
"G0900150","2001","Windham, CT","Connecticut","090","Windham","0150","0","0",109947
"G1000010","2001","Kent, DE","Delaware","100","Kent","0010","0","0",129086
"G1000030","2001","New Castle, DE","Delaware","100","New Castle","0030","0","0",506039
"G1000050","2001","Sussex, DE","Delaware","100","Sussex","0050","0","0",160508
"G1100010","2001","District of Columbia","District Of Columbia","110","District of Columbia","0010","0","0",569408
"G1200010","2001","Alachua, FL","Florida","120","Alachua","0010","0","0",219326
"G1200030","2001","Baker, FL","Florida","120","Baker","0030","0","0",22664
"G1200050","2001","Bay, FL","Florida","120","Bay","0050","0","0",149889
"G1200070","2001","Bradford, FL","Florida","120","Bradford","0070","0","0",25933
"G1200090","2001","Brevard, FL","Florida","120","Brevard","0090","0","0",486500
"G1200110","2001","Broward, FL","Florida","120","Broward","0110","0","0",1670787
"G1200130","2001","Calhoun, FL","Florida","120","Calhoun","0130","0","0",12716
"G1200150","2001","Charlotte, FL","Florida","120","Charlotte","0150","0","0",146231
"G1200170","2001","Citrus, FL","Florida","120","Citrus","0170","0","0",121307
"G1200190","2001","Clay, FL","Florida","120","Clay","0190","0","0",145968
"G1200210","2001","Collier, FL","Florida","120","Collier","0210","0","0",264408
"G1200230","2001","Columbia, FL","Florida","120","Columbia","0230","0","0",57523
"G1200270","2001","DeSoto, FL","Florida","120","Desoto","0270","0","0",32791
"G1200290","2001","Dixie, FL","Florida","120","Dixie","0290","0","0",13917
"G1200310","2001","Duval, FL","Florida","120","Duval","0310","0","0",790673
"G1200330","2001","Escambia, FL","Florida","120","Escambia","0330","0","0",296466
"G1200350","2001","Flagler, FL","Florida","120","Flagler","0350","0","0",53710
"G1200370","2001","Franklin, FL","Florida","120","Franklin","0370","0","0",9901
"G1200390","2001","Gadsden, FL","Florida","120","Gadsden","0390","0","0",45619
"G1200410","2001","Gilchrist, FL","Florida","120","Gilchrist","0410","0","0",14632
"G1200430","2001","Glades, FL","Florida","120","Glades","0430","0","0",10797
"G1200450","2001","Gulf, FL","Florida","120","Gulf","0450","0","0",15711
"G1200470","2001","Hamilton, FL","Florida","120","Hamilton","0470","0","0",13741
"G1200490","2001","Hardee, FL","Florida","120","Hardee","0490","0","0",26869
"G1200510","2001","Hendry, FL","Florida","120","Hendry","0510","0","0",36484
"G1200530","2001","Hernando, FL","Florida","120","Hernando","0530","0","0",134396
"G1200550","2001","Highlands, FL","Florida","120","Highlands","0550","0","0",88635
"G1200570","2001","Hillsborough, FL","Florida","120","Hillsborough","0570","0","0",1026409
"G1200590","2001","Holmes, FL","Florida","120","Holmes","0590","0","0",18693
